Sexo;Edad;Dificultad para llegar a fin de mes;Periodo;Total
Hombres;De 30 a 44 años;Con facilidad;2021;20,5
Hombres;De 30 a 44 años;Con facilidad;2020;23,2
Hombres;De 30 a 44 años;Con facilidad;2019;15,7
Hombres;De 30 a 44 años;Con facilidad;2018;12,8
Hombres;De 30 a 44 años;Con facilidad;2017;12,6
Hombres;De 30 a 44 años;Con facilidad;2016;10,2
Hombres;De 30 a 44 años;Con facilidad;2015;10,2
Hombres;De 30 a 44 años;Con facilidad;2014;8,9
Hombres;De 30 a 44 años;Con facilidad;2013;9,4
Hombres;De 30 a 44 años;Con facilidad;2012;9,8
Hombres;De 30 a 44 años;Con facilidad;2011;13,6
Hombres;De 30 a 44 años;Con facilidad;2010;14,3
Hombres;De 30 a 44 años;Con facilidad;2009;12,1
Hombres;De 30 a 44 años;Con facilidad;2008;11,6
Hombres;De 30 a 44 años;Con facilidad;2007;15
Hombres;De 30 a 44 años;Con facilidad;2006;11,1
Hombres;De 30 a 44 años;Con facilidad;2005;11,9
Hombres;De 30 a 44 años;Con facilidad;2004;10,9
Hombres;De 30 a 44 años;Con mucha facilidad;2024;4,5
Hombres;De 30 a 44 años;Con mucha facilidad;2023;4
Hombres;De 30 a 44 años;Con mucha facilidad;2022;3,9
Hombres;De 30 a 44 años;Con mucha facilidad;2021;4,7
Hombres;De 30 a 44 años;Con mucha facilidad;2020;2,6
Hombres;De 30 a 44 años;Con mucha facilidad;2019;1,4
Hombres;De 30 a 44 años;Con mucha facilidad;2018;1,3
Hombres;De 30 a 44 años;Con mucha facilidad;2017;1,2
Hombres;De 30 a 44 años;Con mucha facilidad;2016;0,8
Hombres;De 30 a 44 años;Con mucha facilidad;2015;0,8
Hombres;De 30 a 44 años;Con mucha facilidad;2014;0,7
Hombres;De 30 a 44 años;Con mucha facilidad;2013;1
Hombres;De 30 a 44 años;Con mucha facilidad;2012;0,5
Hombres;De 30 a 44 años;Con mucha facilidad;2011;1
Hombres;De 30 a 44 años;Con mucha facilidad;2010;1,2
Hombres;De 30 a 44 años;Con mucha facilidad;2009;1,5
Hombres;De 30 a 44 años;Con mucha facilidad;2008;1,1
Hombres;De 30 a 44 años;Con mucha facilidad;2007;1,4
Hombres;De 30 a 44 años;Con mucha facilidad;2006;1,3
Hombres;De 30 a 44 años;Con mucha facilidad;2005;1
Hombres;De 30 a 44 años;Con mucha facilidad;2004;1
Hombres;De 30 a 44 años;No consta;2024;0,1
Hombres;De 30 a 44 años;No consta;2023;0,4
Hombres;De 30 a 44 años;No consta;2022;0,1
Hombres;De 30 a 44 años;No consta;2021;..
Hombres;De 30 a 44 años;No consta;2020;0,1
Hombres;De 30 a 44 años;No consta;2019;0
Hombres;De 30 a 44 años;No consta;2018;..
Hombres;De 30 a 44 años;No consta;2017;..
Hombres;De 30 a 44 años;No consta;2016;..
Hombres;De 30 a 44 años;No consta;2015;..
Hombres;De 30 a 44 años;No consta;2014;0
Hombres;De 30 a 44 años;No consta;2013;..
Hombres;De 30 a 44 años;No consta;2012;..
Hombres;De 30 a 44 años;No consta;2011;..
Hombres;De 30 a 44 años;No consta;2010;0,1
Hombres;De 30 a 44 años;No consta;2009;..
Hombres;De 30 a 44 años;No consta;2008;0
Hombres;De 30 a 44 años;No consta;2007;0,1
Hombres;De 30 a 44 años;No consta;2006;0
Hombres;De 30 a 44 años;No consta;2005;0,1
Hombres;De 30 a 44 años;No consta;2004;0,2
Hombres;De 45 a 64 años;Con mucha dificultad;2024;8,6
Hombres;De 45 a 64 años;Con mucha dificultad;2023;8,4
Hombres;De 45 a 64 años;Con mucha dificultad;2022;8,8
Hombres;De 45 a 64 años;Con mucha dificultad;2021;8,8
Hombres;De 45 a 64 años;Con mucha dificultad;2020;10,4
Hombres;De 45 a 64 años;Con mucha dificultad;2019;7,7
Hombres;De 45 a 64 años;Con mucha dificultad;2018;10,7
Hombres;De 45 a 64 años;Con mucha dificultad;2017;10,4
Hombres;De 45 a 64 años;Con mucha dificultad;2016;17,6
Hombres;De 45 a 64 años;Con mucha dificultad;2015;15,7
Hombres;De 45 a 64 años;Con mucha dificultad;2014;17,6
Hombres;De 45 a 64 años;Con mucha dificultad;2013;18,2
Hombres;De 45 a 64 años;Con mucha dificultad;2012;13,5
Hombres;De 45 a 64 años;Con mucha dificultad;2011;10,6
Hombres;De 45 a 64 años;Con mucha dificultad;2010;14,1
Hombres;De 45 a 64 años;Con mucha dificultad;2009;14,1
Hombres;De 45 a 64 años;Con mucha dificultad;2008;10,7
Hombres;De 45 a 64 años;Con mucha dificultad;2007;8,9
Hombres;De 45 a 64 años;Con mucha dificultad;2006;10,1
Hombres;De 45 a 64 años;Con mucha dificultad;2005;8,9
Hombres;De 45 a 64 años;Con mucha dificultad;2004;10,7
Hombres;De 45 a 64 años;Con dificultad;2024;12,6
Hombres;De 45 a 64 años;Con dificultad;2023;13,2
Hombres;De 45 a 64 años;Con dificultad;2022;12,6
Hombres;De 45 a 64 años;Con dificultad;2021;12,4
Hombres;De 45 a 64 años;Con dificultad;2020;13,2
Hombres;De 45 a 64 años;Con dificultad;2019;13,3
Hombres;De 45 a 64 años;Con dificultad;2018;17
Hombres;De 45 a 64 años;Con dificultad;2017;16
Hombres;De 45 a 64 años;Con dificultad;2016;17,9
Hombres;De 45 a 64 años;Con dificultad;2015;20,2
Hombres;De 45 a 64 años;Con dificultad;2014;21,2
Hombres;De 45 a 64 años;Con dificultad;2013;20,1
Hombres;De 45 a 64 años;Con dificultad;2012;19,2
Hombres;De 45 a 64 años;Con dificultad;2011;16,5
Hombres;De 45 a 64 años;Con dificultad;2010;16,9
Hombres;De 45 a 64 años;Con dificultad;2009;16,1
Hombres;De 45 a 64 años;Con dificultad;2008;16,1
Hombres;De 45 a 64 años;Con dificultad;2007;16,4
Hombres;De 45 a 64 años;Con dificultad;2006;16,8
Hombres;De 45 a 64 años;Con dificultad;2005;15,8
Hombres;De 45 a 64 años;Con dificultad;2004;16,6
Hombres;De 45 a 64 años;Con cierta dificultad;2024;25,9
Hombres;De 45 a 64 años;Con cierta dificultad;2023;26
Hombres;De 45 a 64 años;Con cierta dificultad;2022;25,2
Hombres;De 45 a 64 años;Con cierta dificultad;2021;22,8
Hombres;De 45 a 64 años;Con cierta dificultad;2020;21,3
Hombres;De 45 a 64 años;Con cierta dificultad;2019;26,8
Hombres;De 45 a 64 años;Con cierta dificultad;2018;26,7
Hombres;De 45 a 64 años;Con cierta dificultad;2017;25,5
Hombres;De 45 a 64 años;Con cierta dificultad;2016;25,2
Hombres;De 45 a 64 años;Con cierta dificultad;2015;27,7
Hombres;De 45 a 64 años;Con cierta dificultad;2014;28,9
Hombres;De 45 a 64 años;Con cierta dificultad;2013;27,2
Hombres;De 45 a 64 años;Con cierta dificultad;2012;27,1
Hombres;De 45 a 64 años;Con cierta dificultad;2011;27,5
Hombres;De 45 a 64 años;Con cierta dificultad;2010;27,8
Hombres;De 45 a 64 años;Con cierta dificultad;2009;28,7
Hombres;De 45 a 64 años;Con cierta dificultad;2008;30,8
Hombres;De 45 a 64 años;Con cierta dificultad;2007;28,6
Hombres;De 45 a 64 años;Con cierta dificultad;2006;30,4
Hombres;De 45 a 64 años;Con cierta dificultad;2005;30,3
Hombres;De 45 a 64 años;Con cierta dificultad;2004;31,5
Hombres;De 45 a 64 años;Con cierta facilidad;2024;29,1
Hombres;De 45 a 64 años;Con cierta facilidad;2023;29,2
Hombres;De 45 a 64 años;Con cierta facilidad;2022;29,1
Hombres;De 45 a 64 años;Con cierta facilidad;2021;29,6
Hombres;De 45 a 64 años;Con cierta facilidad;2020;30,9
Hombres;De 45 a 64 años;Con cierta facilidad;2019;35
Hombres;De 45 a 64 años;Con cierta facilidad;2018;29,4
Hombres;De 45 a 64 años;Con cierta facilidad;2017;32,5
Hombres;De 45 a 64 años;Con cierta facilidad;2016;25,6
Hombres;De 45 a 64 años;Con cierta facilidad;2015;25
Hombres;De 45 a 64 años;Con cierta facilidad;2014;22,3
Hombres;De 45 a 64 años;Con cierta facilidad;2013;22,8
Hombres;De 45 a 64 años;Con cierta facilidad;2012;28,1
Hombres;De 45 a 64 años;Con cierta facilidad;2011;30,2
Hombres;De 45 a 64 años;Con cierta facilidad;2010;24,7
Hombres;De 45 a 64 años;Con cierta facilidad;2009;25,7
Hombres;De 45 a 64 años;Con cierta facilidad;2008;28
Hombres;De 45 a 64 años;Con cierta facilidad;2007;27,2
Hombres;De 45 a 64 años;Con cierta facilidad;2006;27,8
Hombres;De 45 a 64 años;Con cierta facilidad;2005;29,5
Hombres;De 45 a 64 años;Con cierta facilidad;2004;28,1
Hombres;De 45 a 64 años;Con facilidad;2024;19,8
Hombres;De 45 a 64 años;Con facilidad;2023;19,8
Hombres;De 45 a 64 años;Con facilidad;2022;20,4
Hombres;De 45 a 64 años;Con facilidad;2021;22,7
Hombres;De 45 a 64 años;Con facilidad;2020;21,4
Hombres;De 45 a 64 años;Con facilidad;2019;15,8
Hombres;De 45 a 64 años;Con facilidad;2018;14,9
Hombres;De 45 a 64 años;Con facilidad;2017;14,6
Hombres;De 45 a 64 años;Con facilidad;2016;12,4
Hombres;De 45 a 64 años;Con facilidad;2015;10,6
Hombres;De 45 a 64 años;Con facilidad;2014;9,2
Hombres;De 45 a 64 años;Con facilidad;2013;10,7
Hombres;De 45 a 64 años;Con facilidad;2012;11,2
Hombres;De 45 a 64 años;Con facilidad;2011;13,9
Hombres;De 45 a 64 años;Con facilidad;2010;15
Hombres;De 45 a 64 años;Con facilidad;2009;14,2
Hombres;De 45 a 64 años;Con facilidad;2008;13,3
Hombres;De 45 a 64 años;Con facilidad;2007;17,2
Hombres;De 45 a 64 años;Con facilidad;2006;13,5
Hombres;De 45 a 64 años;Con facilidad;2005;14
Hombres;De 45 a 64 años;Con facilidad;2004;12,1
Hombres;De 45 a 64 años;Con mucha facilidad;2024;3,7
Hombres;De 45 a 64 años;Con mucha facilidad;2023;3,2
Hombres;De 45 a 64 años;Con mucha facilidad;2022;3,6
Hombres;De 45 a 64 años;Con mucha facilidad;2021;3,7
Hombres;De 45 a 64 años;Con mucha facilidad;2020;2,7
Hombres;De 45 a 64 años;Con mucha facilidad;2019;1,2
Hombres;De 45 a 64 años;Con mucha facilidad;2018;1,3
Hombres;De 45 a 64 años;Con mucha facilidad;2017;1
Hombres;De 45 a 64 años;Con mucha facilidad;2016;1,3
Hombres;De 45 a 64 años;Con mucha facilidad;2015;0,8
Hombres;De 45 a 64 años;Con mucha facilidad;2014;0,8
Hombres;De 45 a 64 años;Con mucha facilidad;2013;1
Hombres;De 45 a 64 años;Con mucha facilidad;2012;1
Hombres;De 45 a 64 años;Con mucha facilidad;2011;1,3
Hombres;De 45 a 64 años;Con mucha facilidad;2010;1,4
Hombres;De 45 a 64 años;Con mucha facilidad;2009;1,2
Hombres;De 45 a 64 años;Con mucha facilidad;2008;1,1
Hombres;De 45 a 64 años;Con mucha facilidad;2007;1,6
Hombres;De 45 a 64 años;Con mucha facilidad;2006;1,5
Hombres;De 45 a 64 años;Con mucha facilidad;2005;1,3
Hombres;De 45 a 64 años;Con mucha facilidad;2004;0,7
Hombres;De 45 a 64 años;No consta;2024;0,3
Hombres;De 45 a 64 años;No consta;2023;0,3
Hombres;De 45 a 64 años;No consta;2022;0,2
Hombres;De 45 a 64 años;No consta;2021;0
Hombres;De 45 a 64 años;No consta;2020;0
Hombres;De 45 a 64 años;No consta;2019;0,1
Hombres;De 45 a 64 años;No consta;2018;..
Hombres;De 45 a 64 años;No consta;2017;..
Hombres;De 45 a 64 años;No consta;2016;..
Hombres;De 45 a 64 años;No consta;2015;..
Hombres;De 45 a 64 años;No consta;2014;..
Hombres;De 45 a 64 años;No consta;2013;..
Hombres;De 45 a 64 años;No consta;2012;..
Hombres;De 45 a 64 años;No consta;2011;..
Hombres;De 45 a 64 años;No consta;2010;..
Hombres;De 45 a 64 años;No consta;2009;0
Hombres;De 45 a 64 años;No consta;2008;..
Hombres;De 45 a 64 años;No consta;2007;0,1
Hombres;De 45 a 64 años;No consta;2006;..
Hombres;De 45 a 64 años;No consta;2005;0,2
Hombres;De 45 a 64 años;No consta;2004;0,3
Hombres;65 y más años;Con mucha dificultad;2024;4,8
Hombres;65 y más años;Con mucha dificultad;2023;5,3
Hombres;65 y más años;Con mucha dificultad;2022;5,1
Hombres;65 y más años;Con mucha dificultad;2021;5,1
Hombres;65 y más años;Con mucha dificultad;2020;5,6
Hombres;65 y más años;Con mucha dificultad;2019;4,6
Hombres;65 y más años;Con mucha dificultad;2018;6,7
Hombres;65 y más años;Con mucha dificultad;2017;5
Hombres;65 y más años;Con mucha dificultad;2016;9,6
Hombres;65 y más años;Con mucha dificultad;2015;6,4
Hombres;65 y más años;Con mucha dificultad;2014;8,9
Hombres;65 y más años;Con mucha dificultad;2013;9,2
Hombres;65 y más años;Con mucha dificultad;2012;8,1
Hombres;65 y más años;Con mucha dificultad;2011;5,6
Hombres;65 y más años;Con mucha dificultad;2010;7,8
Hombres;65 y más años;Con mucha dificultad;2009;9,3
Hombres;65 y más años;Con mucha dificultad;2008;8,6
Hombres;65 y más años;Con mucha dificultad;2007;8,6
Hombres;65 y más años;Con mucha dificultad;2006;9,6
Hombres;65 y más años;Con mucha dificultad;2005;9
Hombres;65 y más años;Con mucha dificultad;2004;10,7
Hombres;65 y más años;Con dificultad;2024;9
Hombres;65 y más años;Con dificultad;2023;9,5
Hombres;65 y más años;Con dificultad;2022;11,1
Hombres;65 y más años;Con dificultad;2021;8,6
Hombres;65 y más años;Con dificultad;2020;8,5
Hombres;65 y más años;Con dificultad;2019;11,3
Hombres;65 y más años;Con dificultad;2018;12,7
Hombres;65 y más años;Con dificultad;2017;13
Hombres;65 y más años;Con dificultad;2016;16,3
Hombres;65 y más años;Con dificultad;2015;17,7
Hombres;65 y más años;Con dificultad;2014;18,7
Hombres;65 y más años;Con dificultad;2013;18,4
Hombres;65 y más años;Con dificultad;2012;16
Hombres;65 y más años;Con dificultad;2011;14,1
Hombres;65 y más años;Con dificultad;2010;16,1
Hombres;65 y más años;Con dificultad;2009;15,4
Hombres;65 y más años;Con dificultad;2008;16,8
Hombres;65 y más años;Con dificultad;2007;15
Hombres;65 y más años;Con dificultad;2006;18,1
Hombres;65 y más años;Con dificultad;2005;14,2
Hombres;65 y más años;Con dificultad;2004;16,2
Hombres;65 y más años;Con cierta dificultad;2024;20,8
Hombres;65 y más años;Con cierta dificultad;2023;22,4
Hombres;65 y más años;Con cierta dificultad;2022;22,5
Hombres;65 y más años;Con cierta dificultad;2021;21
Hombres;65 y más años;Con cierta dificultad;2020;21,1
Hombres;65 y más años;Con cierta dificultad;2019;25,3
Hombres;65 y más años;Con cierta dificultad;2018;27,6
Hombres;65 y más años;Con cierta dificultad;2017;25,7
Hombres;65 y más años;Con cierta dificultad;2016;27,4
Hombres;65 y más años;Con cierta dificultad;2015;33
Hombres;65 y más años;Con cierta dificultad;2014;31
Hombres;65 y más años;Con cierta dificultad;2013;29,8
Hombres;65 y más años;Con cierta dificultad;2012;30,2
Hombres;65 y más años;Con cierta dificultad;2011;29,9
Hombres;65 y más años;Con cierta dificultad;2010;30,6
Hombres;65 y más años;Con cierta dificultad;2009;29,2
Hombres;65 y más años;Con cierta dificultad;2008;30,4
Hombres;65 y más años;Con cierta dificultad;2007;30,6
Hombres;65 y más años;Con cierta dificultad;2006;31,7
Hombres;65 y más años;Con cierta dificultad;2005;33,8
Hombres;65 y más años;Con cierta dificultad;2004;31,5
Hombres;65 y más años;Con cierta facilidad;2024;32,7
Hombres;65 y más años;Con cierta facilidad;2023;32
Hombres;65 y más años;Con cierta facilidad;2022;32,5
Hombres;65 y más años;Con cierta facilidad;2021;34,4
Hombres;65 y más años;Con cierta facilidad;2020;34,6
Hombres;65 y más años;Con cierta facilidad;2019;37,8
Hombres;65 y más años;Con cierta facilidad;2018;36,2
Hombres;65 y más años;Con cierta facilidad;2017;38,6
Hombres;65 y más años;Con cierta facilidad;2016;31,6
Hombres;65 y más años;Con cierta facilidad;2015;30,9
Hombres;65 y más años;Con cierta facilidad;2014;30,8
Hombres;65 y más años;Con cierta facilidad;2013;31
Hombres;65 y más años;Con cierta facilidad;2012;32,2
Hombres;65 y más años;Con cierta facilidad;2011;35
Hombres;65 y más años;Con cierta facilidad;2010;29,3
Hombres;65 y más años;Con cierta facilidad;2009;31,5
Hombres;65 y más años;Con cierta facilidad;2008;29,7
Hombres;65 y más años;Con cierta facilidad;2007;28,4
Hombres;65 y más años;Con cierta facilidad;2006;27,8
Hombres;65 y más años;Con cierta facilidad;2005;29,8
Hombres;65 y más años;Con cierta facilidad;2004;29,3
Hombres;65 y más años;Con facilidad;2024;28
Hombres;65 y más años;Con facilidad;2023;26,5
Hombres;65 y más años;Con facilidad;2022;25
Hombres;65 y más años;Con facilidad;2021;26,2
Hombres;65 y más años;Con facilidad;2020;27,4
Hombres;65 y más años;Con facilidad;2019;19,6
Hombres;65 y más años;Con facilidad;2018;15,7
Hombres;65 y más años;Con facilidad;2017;16,6
Hombres;65 y más años;Con facilidad;2016;14,4
Hombres;65 y más años;Con facilidad;2015;11,1
Hombres;65 y más años;Con facilidad;2014;10,2
Hombres;65 y más años;Con facilidad;2013;10,9
Hombres;65 y más años;Con facilidad;2012;12,2
Hombres;65 y más años;Con facilidad;2011;14,4
Hombres;65 y más años;Con facilidad;2010;15,1
Hombres;65 y más años;Con facilidad;2009;13,2
Hombres;65 y más años;Con facilidad;2008;13,5
Hombres;65 y más años;Con facilidad;2007;15,6
Hombres;65 y más años;Con facilidad;2006;11,3
Hombres;65 y más años;Con facilidad;2005;12,1
Hombres;65 y más años;Con facilidad;2004;11
Hombres;65 y más años;Con mucha facilidad;2024;4,4
Hombres;65 y más años;Con mucha facilidad;2023;3,9
Hombres;65 y más años;Con mucha facilidad;2022;3,4
Hombres;65 y más años;Con mucha facilidad;2021;4,7
Hombres;65 y más años;Con mucha facilidad;2020;2,8
Hombres;65 y más años;Con mucha facilidad;2019;1,3
Hombres;65 y más años;Con mucha facilidad;2018;1,2
Hombres;65 y más años;Con mucha facilidad;2017;1
Hombres;65 y más años;Con mucha facilidad;2016;0,7
Hombres;65 y más años;Con mucha facilidad;2015;0,9
Hombres;65 y más años;Con mucha facilidad;2014;0,5
Hombres;65 y más años;Con mucha facilidad;2013;0,8
Hombres;65 y más años;Con mucha facilidad;2012;1,3
Hombres;65 y más años;Con mucha facilidad;2011;0,8
Hombres;65 y más años;Con mucha facilidad;2010;1,1
Hombres;65 y más años;Con mucha facilidad;2009;1,3
Hombres;65 y más años;Con mucha facilidad;2008;0,9
Hombres;65 y más años;Con mucha facilidad;2007;1,8
Hombres;65 y más años;Con mucha facilidad;2006;1,3
Hombres;65 y más años;Con mucha facilidad;2005;0,9
Hombres;65 y más años;Con mucha facilidad;2004;1
Hombres;65 y más años;No consta;2024;0,3
Hombres;65 y más años;No consta;2023;0,5
Hombres;65 y más años;No consta;2022;0,3
Hombres;65 y más años;No consta;2021;..
Hombres;65 y más años;No consta;2020;0,1
Hombres;65 y más años;No consta;2019;0,1
Hombres;65 y más años;No consta;2018;..
Hombres;65 y más años;No consta;2017;..
Hombres;65 y más años;No consta;2016;..
Hombres;65 y más años;No consta;2015;..
Hombres;65 y más años;No consta;2014;..
Hombres;65 y más años;No consta;2013;..
Hombres;65 y más años;No consta;2012;..
Hombres;65 y más años;No consta;2011;..
Hombres;65 y más años;No consta;2010;..
Hombres;65 y más años;No consta;2009;0
Hombres;65 y más años;No consta;2008;..
Hombres;65 y más años;No consta;2007;0,1
Hombres;65 y más años;No consta;2006;0,1
Hombres;65 y más años;No consta;2005;0,1
Hombres;65 y más años;No consta;2004;0,2
Hombres;Menos de 18 años;Con mucha dificultad;2024;12,3
Hombres;Menos de 18 años;Con mucha dificultad;2023;12,8
Hombres;Menos de 18 años;Con mucha dificultad;2022;9,3
Hombres;Menos de 18 años;Con mucha dificultad;2021;11,8
Hombres;Menos de 18 años;Con mucha dificultad;2020;10,8
Hombres;Menos de 18 años;Con mucha dificultad;2019;8,7
Hombres;Menos de 18 años;Con mucha dificultad;2018;11,6
Hombres;Menos de 18 años;Con mucha dificultad;2017;10,2
Hombres;Menos de 18 años;Con mucha dificultad;2016;18,1
Hombres;Menos de 18 años;Con mucha dificultad;2015;19,4
Hombres;Menos de 18 años;Con mucha dificultad;2014;21,7
Hombres;Menos de 18 años;Con mucha dificultad;2013;22,6
Hombres;Menos de 18 años;Con mucha dificultad;2012;18,4
Hombres;Menos de 18 años;Con mucha dificultad;2011;12,8
Hombres;Menos de 18 años;Con mucha dificultad;2010;19,2
Hombres;Menos de 18 años;Con mucha dificultad;2009;20,6
Hombres;Menos de 18 años;Con mucha dificultad;2008;17,1
Hombres;Menos de 18 años;Con mucha dificultad;2007;14,4
Hombres;Menos de 18 años;Con mucha dificultad;2006;16,8
Hombres;Menos de 18 años;Con mucha dificultad;2005;12,8
Hombres;Menos de 18 años;Con mucha dificultad;2004;13
Hombres;Menos de 18 años;Con dificultad;2024;14,3
Hombres;Menos de 18 años;Con dificultad;2023;15,3
Hombres;Menos de 18 años;Con dificultad;2022;16,2
Hombres;Menos de 18 años;Con dificultad;2021;14,7
Hombres;Menos de 18 años;Con dificultad;2020;16,2
Hombres;Menos de 18 años;Con dificultad;2019;16,8
Hombres;Menos de 18 años;Con dificultad;2018;18,5
Hombres;Menos de 18 años;Con dificultad;2017;16,9
Hombres;Menos de 18 años;Con dificultad;2016;20,3
Hombres;Menos de 18 años;Con dificultad;2015;20,7
Hombres;Menos de 18 años;Con dificultad;2014;22,8
Hombres;Menos de 18 años;Con dificultad;2013;21,4
Hombres;Menos de 18 años;Con dificultad;2012;21,7
Hombres;Menos de 18 años;Con dificultad;2011;19,8
Hombres;Menos de 18 años;Con dificultad;2010;19,5
Hombres;Menos de 18 años;Con dificultad;2009;19,3
Hombres;Menos de 18 años;Con dificultad;2008;20,3
Hombres;Menos de 18 años;Con dificultad;2007;18,5
Hombres;Menos de 18 años;Con dificultad;2006;19,5
Hombres;Menos de 18 años;Con dificultad;2005;17,7
Hombres;Menos de 18 años;Con dificultad;2004;19,6
Hombres;Menos de 18 años;Con cierta dificultad;2024;27,4
Hombres;Menos de 18 años;Con cierta dificultad;2023;28
Hombres;Menos de 18 años;Con cierta dificultad;2022;26,2
Hombres;Menos de 18 años;Con cierta dificultad;2021;22,8
Hombres;Menos de 18 años;Con cierta dificultad;2020;23,1
Hombres;Menos de 18 años;Con cierta dificultad;2019;27,7
Hombres;Menos de 18 años;Con cierta dificultad;2018;29,2
Hombres;Menos de 18 años;Con cierta dificultad;2017;31,1
Hombres;Menos de 18 años;Con cierta dificultad;2016;26,8
Hombres;Menos de 18 años;Con cierta dificultad;2015;27,4
Hombres;Menos de 18 años;Con cierta dificultad;2014;25,9
Hombres;Menos de 18 años;Con cierta dificultad;2013;28,6
Hombres;Menos de 18 años;Con cierta dificultad;2012;27,2
Hombres;Menos de 18 años;Con cierta dificultad;2011;29,2
Hombres;Menos de 18 años;Con cierta dificultad;2010;27,1
Hombres;Menos de 18 años;Con cierta dificultad;2009;27,1
Hombres;Menos de 18 años;Con cierta dificultad;2008;30,9
Hombres;Menos de 18 años;Con cierta dificultad;2007;30,7
Hombres;Menos de 18 años;Con cierta dificultad;2006;32,8
Hombres;Menos de 18 años;Con cierta dificultad;2005;32,7
Hombres;Menos de 18 años;Con cierta dificultad;2004;32,7
Hombres;Menos de 18 años;Con cierta facilidad;2024;25,7
Hombres;Menos de 18 años;Con cierta facilidad;2023;25,5
Hombres;Menos de 18 años;Con cierta facilidad;2022;26,9
Hombres;Menos de 18 años;Con cierta facilidad;2021;27,6
Hombres;Menos de 18 años;Con cierta facilidad;2020;29,2
Hombres;Menos de 18 años;Con cierta facilidad;2019;31,2
Hombres;Menos de 18 años;Con cierta facilidad;2018;29,1
Hombres;Menos de 18 años;Con cierta facilidad;2017;28,7
Hombres;Menos de 18 años;Con cierta facilidad;2016;23,2
Hombres;Menos de 18 años;Con cierta facilidad;2015;22,3
Hombres;Menos de 18 años;Con cierta facilidad;2014;21,7
Hombres;Menos de 18 años;Con cierta facilidad;2013;19
Hombres;Menos de 18 años;Con cierta facilidad;2012;23,2
Hombres;Menos de 18 años;Con cierta facilidad;2011;25,6
Hombres;Menos de 18 años;Con cierta facilidad;2010;21,7
Hombres;Menos de 18 años;Con cierta facilidad;2009;21,7
Hombres;Menos de 18 años;Con cierta facilidad;2008;22,1
Hombres;Menos de 18 años;Con cierta facilidad;2007;23,5
Hombres;Menos de 18 años;Con cierta facilidad;2006;21
Hombres;Menos de 18 años;Con cierta facilidad;2005;26,2
Hombres;Menos de 18 años;Con cierta facilidad;2004;23,3
Hombres;Menos de 18 años;Con facilidad;2024;16,9
Hombres;Menos de 18 años;Con facilidad;2023;15,4
Hombres;Menos de 18 años;Con facilidad;2022;17,9
Hombres;Menos de 18 años;Con facilidad;2021;19,7
Hombres;Menos de 18 años;Con facilidad;2020;18,5
Hombres;Menos de 18 años;Con facilidad;2019;15
Hombres;Menos de 18 años;Con facilidad;2018;10,7
Hombres;Menos de 18 años;Con facilidad;2017;12,5
Hombres;Menos de 18 años;Con facilidad;2016;10,6
Hombres;Menos de 18 años;Con facilidad;2015;9,5
Hombres;Menos de 18 años;Con facilidad;2014;7,3
Hombres;Menos de 18 años;Con facilidad;2013;7,9
Hombres;Menos de 18 años;Con facilidad;2012;8,6
Hombres;Menos de 18 años;Con facilidad;2011;11,3
Hombres;Menos de 18 años;Con facilidad;2010;11,8
Hombres;Menos de 18 años;Con facilidad;2009;10,8
Hombres;Menos de 18 años;Con facilidad;2008;8,9
Hombres;Menos de 18 años;Con facilidad;2007;11,8
Hombres;Menos de 18 años;Con facilidad;2006;9,3
Hombres;Menos de 18 años;Con facilidad;2005;9,4
Hombres;Menos de 18 años;Con facilidad;2004;10,6
Hombres;Menos de 18 años;Con mucha facilidad;2024;3,1
Hombres;Menos de 18 años;Con mucha facilidad;2023;2,7
Hombres;Menos de 18 años;Con mucha facilidad;2022;3,2
Hombres;Menos de 18 años;Con mucha facilidad;2021;3,4
Hombres;Menos de 18 años;Con mucha facilidad;2020;2,3
Hombres;Menos de 18 años;Con mucha facilidad;2019;0,6
Hombres;Menos de 18 años;Con mucha facilidad;2018;0,9
Hombres;Menos de 18 años;Con mucha facilidad;2017;0,7
Hombres;Menos de 18 años;Con mucha facilidad;2016;1
Hombres;Menos de 18 años;Con mucha facilidad;2015;0,7
Hombres;Menos de 18 años;Con mucha facilidad;2014;0,7
Hombres;Menos de 18 años;Con mucha facilidad;2013;0,5
Hombres;Menos de 18 años;Con mucha facilidad;2012;0,7
Hombres;Menos de 18 años;Con mucha facilidad;2011;1,2
Hombres;Menos de 18 años;Con mucha facilidad;2010;0,7
Hombres;Menos de 18 años;Con mucha facilidad;2009;0,5
Hombres;Menos de 18 años;Con mucha facilidad;2008;0,7
Hombres;Menos de 18 años;Con mucha facilidad;2007;1
Hombres;Menos de 18 años;Con mucha facilidad;2006;0,5
Hombres;Menos de 18 años;Con mucha facilidad;2005;0,9
Hombres;Menos de 18 años;Con mucha facilidad;2004;0,8
Hombres;Menos de 18 años;No consta;2024;0,3
Hombres;Menos de 18 años;No consta;2023;0,3
Hombres;Menos de 18 años;No consta;2022;0,2
Hombres;Menos de 18 años;No consta;2021;..
Hombres;Menos de 18 años;No consta;2020;0
Hombres;Menos de 18 años;No consta;2019;0
Hombres;Menos de 18 años;No consta;2018;..
Hombres;Menos de 18 años;No consta;2017;..
Hombres;Menos de 18 años;No consta;2016;..
Hombres;Menos de 18 años;No consta;2015;..
Hombres;Menos de 18 años;No consta;2014;..
Hombres;Menos de 18 años;No consta;2013;..
