Comunidades y Ciudades Autónomas;Dificultad para llegar a fin de mes;Periodo;Total
11 Extremadura;Con mucha facilidad;2015;..
11 Extremadura;Con mucha facilidad;2014;0,9
11 Extremadura;Con mucha facilidad;2013;..
11 Extremadura;Con mucha facilidad;2012;0,3
11 Extremadura;Con mucha facilidad;2011;1,3
11 Extremadura;Con mucha facilidad;2010;0,9
11 Extremadura;Con mucha facilidad;2009;0,7
11 Extremadura;Con mucha facilidad;2008;0,5
11 Extremadura;Con mucha facilidad;2007;0,4
11 Extremadura;Con mucha facilidad;2006;0,3
11 Extremadura;Con mucha facilidad;2005;0,3
11 Extremadura;Con mucha facilidad;2004;0,3
11 Extremadura;No consta;2024;0
11 Extremadura;No consta;2023;0,3
11 Extremadura;No consta;2022;..
11 Extremadura;No consta;2021;..
11 Extremadura;No consta;2020;..
11 Extremadura;No consta;2019;0,1
11 Extremadura;No consta;2018;..
11 Extremadura;No consta;2017;..
11 Extremadura;No consta;2016;..
11 Extremadura;No consta;2015;0,2
11 Extremadura;No consta;2014;..
11 Extremadura;No consta;2013;..
11 Extremadura;No consta;2012;..
11 Extremadura;No consta;2011;..
11 Extremadura;No consta;2010;..
11 Extremadura;No consta;2009;..
11 Extremadura;No consta;2008;..
11 Extremadura;No consta;2007;..
11 Extremadura;No consta;2006;..
11 Extremadura;No consta;2005;..
11 Extremadura;No consta;2004;..
12 Galicia;Con mucha dificultad;2024;6
12 Galicia;Con mucha dificultad;2023;8,6
12 Galicia;Con mucha dificultad;2022;7
12 Galicia;Con mucha dificultad;2021;6,9
12 Galicia;Con mucha dificultad;2020;6,6
12 Galicia;Con mucha dificultad;2019;5,5
12 Galicia;Con mucha dificultad;2018;6,2
12 Galicia;Con mucha dificultad;2017;5,5
12 Galicia;Con mucha dificultad;2016;5,9
12 Galicia;Con mucha dificultad;2015;7,8
12 Galicia;Con mucha dificultad;2014;21,5
12 Galicia;Con mucha dificultad;2013;17,1
12 Galicia;Con mucha dificultad;2012;13
12 Galicia;Con mucha dificultad;2011;12,1
12 Galicia;Con mucha dificultad;2010;13,4
12 Galicia;Con mucha dificultad;2009;13,1
12 Galicia;Con mucha dificultad;2008;9,9
12 Galicia;Con mucha dificultad;2007;9
12 Galicia;Con mucha dificultad;2006;10,8
12 Galicia;Con mucha dificultad;2005;8,5
12 Galicia;Con mucha dificultad;2004;8,6
12 Galicia;Con dificultad;2024;10
12 Galicia;Con dificultad;2023;10,6
12 Galicia;Con dificultad;2022;10,3
12 Galicia;Con dificultad;2021;9,9
12 Galicia;Con dificultad;2020;8,7
12 Galicia;Con dificultad;2019;12,9
12 Galicia;Con dificultad;2018;13,9
12 Galicia;Con dificultad;2017;9
12 Galicia;Con dificultad;2016;16,9
12 Galicia;Con dificultad;2015;18,6
12 Galicia;Con dificultad;2014;19,9
12 Galicia;Con dificultad;2013;20,6
12 Galicia;Con dificultad;2012;17,9
12 Galicia;Con dificultad;2011;17,1
12 Galicia;Con dificultad;2010;16,5
12 Galicia;Con dificultad;2009;19,5
12 Galicia;Con dificultad;2008;17,5
12 Galicia;Con dificultad;2007;16,9
12 Galicia;Con dificultad;2006;21,7
12 Galicia;Con dificultad;2005;18,6
12 Galicia;Con dificultad;2004;16,9
12 Galicia;Con cierta dificultad;2024;24,9
12 Galicia;Con cierta dificultad;2023;25
12 Galicia;Con cierta dificultad;2022;26,7
12 Galicia;Con cierta dificultad;2021;24,6
12 Galicia;Con cierta dificultad;2020;21,6
12 Galicia;Con cierta dificultad;2019;20,9
12 Galicia;Con cierta dificultad;2018;25,4
12 Galicia;Con cierta dificultad;2017;28,4
12 Galicia;Con cierta dificultad;2016;33,2
12 Galicia;Con cierta dificultad;2015;30,3
12 Galicia;Con cierta dificultad;2014;24,5
12 Galicia;Con cierta dificultad;2013;34,6
12 Galicia;Con cierta dificultad;2012;32,1
12 Galicia;Con cierta dificultad;2011;32,8
12 Galicia;Con cierta dificultad;2010;30,8
12 Galicia;Con cierta dificultad;2009;27,8
12 Galicia;Con cierta dificultad;2008;34,4
12 Galicia;Con cierta dificultad;2007;36
12 Galicia;Con cierta dificultad;2006;34,8
12 Galicia;Con cierta dificultad;2005;31
12 Galicia;Con cierta dificultad;2004;33,5
12 Galicia;Con cierta facilidad;2024;34,1
12 Galicia;Con cierta facilidad;2023;33,2
12 Galicia;Con cierta facilidad;2022;32,8
12 Galicia;Con cierta facilidad;2021;36
12 Galicia;Con cierta facilidad;2020;38,5
12 Galicia;Con cierta facilidad;2019;42,5
12 Galicia;Con cierta facilidad;2018;46,4
12 Galicia;Con cierta facilidad;2017;41,9
12 Galicia;Con cierta facilidad;2016;29,7
12 Galicia;Con cierta facilidad;2015;30,5
12 Galicia;Con cierta facilidad;2014;22,7
12 Galicia;Con cierta facilidad;2013;21,8
12 Galicia;Con cierta facilidad;2012;27,3
12 Galicia;Con cierta facilidad;2011;26,6
12 Galicia;Con cierta facilidad;2010;26,4
12 Galicia;Con cierta facilidad;2009;26,6
12 Galicia;Con cierta facilidad;2008;26,8
12 Galicia;Con cierta facilidad;2007;25,5
12 Galicia;Con cierta facilidad;2006;25,1
12 Galicia;Con cierta facilidad;2005;30,9
12 Galicia;Con cierta facilidad;2004;28,9
12 Galicia;Con facilidad;2024;21,4
12 Galicia;Con facilidad;2023;19,5
12 Galicia;Con facilidad;2022;20,1
12 Galicia;Con facilidad;2021;20,7
12 Galicia;Con facilidad;2020;23,1
12 Galicia;Con facilidad;2019;17,5
12 Galicia;Con facilidad;2018;8,2
12 Galicia;Con facilidad;2017;13,4
12 Galicia;Con facilidad;2016;13,5
12 Galicia;Con facilidad;2015;12,3
12 Galicia;Con facilidad;2014;10,6
12 Galicia;Con facilidad;2013;5
12 Galicia;Con facilidad;2012;8,7
12 Galicia;Con facilidad;2011;10,2
12 Galicia;Con facilidad;2010;12,5
12 Galicia;Con facilidad;2009;12,2
12 Galicia;Con facilidad;2008;10,9
12 Galicia;Con facilidad;2007;12,2
12 Galicia;Con facilidad;2006;7,4
12 Galicia;Con facilidad;2005;10,3
12 Galicia;Con facilidad;2004;10,5
12 Galicia;Con mucha facilidad;2024;3,3
12 Galicia;Con mucha facilidad;2023;2,6
12 Galicia;Con mucha facilidad;2022;2,6
12 Galicia;Con mucha facilidad;2021;1,9
12 Galicia;Con mucha facilidad;2020;1,5
12 Galicia;Con mucha facilidad;2019;0,3
12 Galicia;Con mucha facilidad;2018;..
12 Galicia;Con mucha facilidad;2017;1,7
12 Galicia;Con mucha facilidad;2016;0,8
12 Galicia;Con mucha facilidad;2015;0,5
12 Galicia;Con mucha facilidad;2014;0,9
12 Galicia;Con mucha facilidad;2013;0,9
12 Galicia;Con mucha facilidad;2012;1
12 Galicia;Con mucha facilidad;2011;1,2
12 Galicia;Con mucha facilidad;2010;0,4
12 Galicia;Con mucha facilidad;2009;0,7
12 Galicia;Con mucha facilidad;2008;0,5
12 Galicia;Con mucha facilidad;2007;0,5
12 Galicia;Con mucha facilidad;2006;0,2
12 Galicia;Con mucha facilidad;2005;0,7
12 Galicia;Con mucha facilidad;2004;1,2
12 Galicia;No consta;2024;0,3
12 Galicia;No consta;2023;0,4
12 Galicia;No consta;2022;0,4
12 Galicia;No consta;2021;..
12 Galicia;No consta;2020;..
12 Galicia;No consta;2019;0,3
12 Galicia;No consta;2018;..
12 Galicia;No consta;2017;..
12 Galicia;No consta;2016;..
12 Galicia;No consta;2015;..
12 Galicia;No consta;2014;..
12 Galicia;No consta;2013;..
12 Galicia;No consta;2012;..
12 Galicia;No consta;2011;..
12 Galicia;No consta;2010;..
12 Galicia;No consta;2009;..
12 Galicia;No consta;2008;..
12 Galicia;No consta;2007;..
12 Galicia;No consta;2006;..
12 Galicia;No consta;2005;..
12 Galicia;No consta;2004;0,5
13 Madrid, Comunidad de;Con mucha dificultad;2024;8,6
13 Madrid, Comunidad de;Con mucha dificultad;2023;9,2
13 Madrid, Comunidad de;Con mucha dificultad;2022;8,3
13 Madrid, Comunidad de;Con mucha dificultad;2021;6,9
13 Madrid, Comunidad de;Con mucha dificultad;2020;8,5
13 Madrid, Comunidad de;Con mucha dificultad;2019;7
13 Madrid, Comunidad de;Con mucha dificultad;2018;10,6
13 Madrid, Comunidad de;Con mucha dificultad;2017;6,7
13 Madrid, Comunidad de;Con mucha dificultad;2016;12,2
13 Madrid, Comunidad de;Con mucha dificultad;2015;10,7
13 Madrid, Comunidad de;Con mucha dificultad;2014;13,9
13 Madrid, Comunidad de;Con mucha dificultad;2013;17,3
13 Madrid, Comunidad de;Con mucha dificultad;2012;12,2
13 Madrid, Comunidad de;Con mucha dificultad;2011;13,8
13 Madrid, Comunidad de;Con mucha dificultad;2010;14,3
13 Madrid, Comunidad de;Con mucha dificultad;2009;15
13 Madrid, Comunidad de;Con mucha dificultad;2008;16,4
13 Madrid, Comunidad de;Con mucha dificultad;2007;12,7
13 Madrid, Comunidad de;Con mucha dificultad;2006;10,2
13 Madrid, Comunidad de;Con mucha dificultad;2005;12,5
13 Madrid, Comunidad de;Con mucha dificultad;2004;9,6
13 Madrid, Comunidad de;Con dificultad;2024;12,1
13 Madrid, Comunidad de;Con dificultad;2023;12,7
13 Madrid, Comunidad de;Con dificultad;2022;11,7
13 Madrid, Comunidad de;Con dificultad;2021;12,1
13 Madrid, Comunidad de;Con dificultad;2020;13,2
13 Madrid, Comunidad de;Con dificultad;2019;11,3
13 Madrid, Comunidad de;Con dificultad;2018;13
13 Madrid, Comunidad de;Con dificultad;2017;12,9
13 Madrid, Comunidad de;Con dificultad;2016;17,5
13 Madrid, Comunidad de;Con dificultad;2015;18,7
13 Madrid, Comunidad de;Con dificultad;2014;21,1
13 Madrid, Comunidad de;Con dificultad;2013;19,7
13 Madrid, Comunidad de;Con dificultad;2012;23
13 Madrid, Comunidad de;Con dificultad;2011;20,1
13 Madrid, Comunidad de;Con dificultad;2010;17,8
13 Madrid, Comunidad de;Con dificultad;2009;14
13 Madrid, Comunidad de;Con dificultad;2008;16,1
13 Madrid, Comunidad de;Con dificultad;2007;16,1
13 Madrid, Comunidad de;Con dificultad;2006;16,9
13 Madrid, Comunidad de;Con dificultad;2005;16
13 Madrid, Comunidad de;Con dificultad;2004;18,9
13 Madrid, Comunidad de;Con cierta dificultad;2024;23,7
13 Madrid, Comunidad de;Con cierta dificultad;2023;21,5
13 Madrid, Comunidad de;Con cierta dificultad;2022;23,3
13 Madrid, Comunidad de;Con cierta dificultad;2021;21,7
13 Madrid, Comunidad de;Con cierta dificultad;2020;20,5
13 Madrid, Comunidad de;Con cierta dificultad;2019;24,9
13 Madrid, Comunidad de;Con cierta dificultad;2018;28,3
13 Madrid, Comunidad de;Con cierta dificultad;2017;27,5
13 Madrid, Comunidad de;Con cierta dificultad;2016;28,8
13 Madrid, Comunidad de;Con cierta dificultad;2015;29
13 Madrid, Comunidad de;Con cierta dificultad;2014;28,7
13 Madrid, Comunidad de;Con cierta dificultad;2013;26
13 Madrid, Comunidad de;Con cierta dificultad;2012;28,9
13 Madrid, Comunidad de;Con cierta dificultad;2011;26,6
13 Madrid, Comunidad de;Con cierta dificultad;2010;23,9
13 Madrid, Comunidad de;Con cierta dificultad;2009;27,5
13 Madrid, Comunidad de;Con cierta dificultad;2008;27
13 Madrid, Comunidad de;Con cierta dificultad;2007;24,4
13 Madrid, Comunidad de;Con cierta dificultad;2006;29,9
13 Madrid, Comunidad de;Con cierta dificultad;2005;24,6
13 Madrid, Comunidad de;Con cierta dificultad;2004;31,9
13 Madrid, Comunidad de;Con cierta facilidad;2024;28,8
13 Madrid, Comunidad de;Con cierta facilidad;2023;29,3
13 Madrid, Comunidad de;Con cierta facilidad;2022;26,8
13 Madrid, Comunidad de;Con cierta facilidad;2021;29,3
13 Madrid, Comunidad de;Con cierta facilidad;2020;29,4
13 Madrid, Comunidad de;Con cierta facilidad;2019;34,6
13 Madrid, Comunidad de;Con cierta facilidad;2018;30,8
13 Madrid, Comunidad de;Con cierta facilidad;2017;40,3
13 Madrid, Comunidad de;Con cierta facilidad;2016;30,7
13 Madrid, Comunidad de;Con cierta facilidad;2015;30,6
13 Madrid, Comunidad de;Con cierta facilidad;2014;26,5
13 Madrid, Comunidad de;Con cierta facilidad;2013;22
13 Madrid, Comunidad de;Con cierta facilidad;2012;25,2
13 Madrid, Comunidad de;Con cierta facilidad;2011;28,1
13 Madrid, Comunidad de;Con cierta facilidad;2010;25,1
13 Madrid, Comunidad de;Con cierta facilidad;2009;27,8
13 Madrid, Comunidad de;Con cierta facilidad;2008;26,8
13 Madrid, Comunidad de;Con cierta facilidad;2007;28,7
13 Madrid, Comunidad de;Con cierta facilidad;2006;29,3
13 Madrid, Comunidad de;Con cierta facilidad;2005;28,9
13 Madrid, Comunidad de;Con cierta facilidad;2004;25,7
13 Madrid, Comunidad de;Con facilidad;2024;21,8
13 Madrid, Comunidad de;Con facilidad;2023;22,3
13 Madrid, Comunidad de;Con facilidad;2022;23,9
13 Madrid, Comunidad de;Con facilidad;2021;24,1
13 Madrid, Comunidad de;Con facilidad;2020;24,8
13 Madrid, Comunidad de;Con facilidad;2019;21,5
13 Madrid, Comunidad de;Con facilidad;2018;16,1
13 Madrid, Comunidad de;Con facilidad;2017;12,3
13 Madrid, Comunidad de;Con facilidad;2016;9,7
13 Madrid, Comunidad de;Con facilidad;2015;9,9
13 Madrid, Comunidad de;Con facilidad;2014;9,1
13 Madrid, Comunidad de;Con facilidad;2013;14
13 Madrid, Comunidad de;Con facilidad;2012;9,8
13 Madrid, Comunidad de;Con facilidad;2011;9,8
13 Madrid, Comunidad de;Con facilidad;2010;18,1
13 Madrid, Comunidad de;Con facilidad;2009;14,7
13 Madrid, Comunidad de;Con facilidad;2008;12,4
13 Madrid, Comunidad de;Con facilidad;2007;16,2
13 Madrid, Comunidad de;Con facilidad;2006;11,8
13 Madrid, Comunidad de;Con facilidad;2005;15,2
13 Madrid, Comunidad de;Con facilidad;2004;12,4
13 Madrid, Comunidad de;Con mucha facilidad;2024;4,9
13 Madrid, Comunidad de;Con mucha facilidad;2023;4,8
13 Madrid, Comunidad de;Con mucha facilidad;2022;5,8
13 Madrid, Comunidad de;Con mucha facilidad;2021;5,9
13 Madrid, Comunidad de;Con mucha facilidad;2020;3,6
13 Madrid, Comunidad de;Con mucha facilidad;2019;0,7
13 Madrid, Comunidad de;Con mucha facilidad;2018;1,3
13 Madrid, Comunidad de;Con mucha facilidad;2017;0,3
13 Madrid, Comunidad de;Con mucha facilidad;2016;1
13 Madrid, Comunidad de;Con mucha facilidad;2015;1
13 Madrid, Comunidad de;Con mucha facilidad;2014;0,7
13 Madrid, Comunidad de;Con mucha facilidad;2013;1
13 Madrid, Comunidad de;Con mucha facilidad;2012;0,9
13 Madrid, Comunidad de;Con mucha facilidad;2011;1,6
13 Madrid, Comunidad de;Con mucha facilidad;2010;0,8
13 Madrid, Comunidad de;Con mucha facilidad;2009;1,1
13 Madrid, Comunidad de;Con mucha facilidad;2008;1,4
13 Madrid, Comunidad de;Con mucha facilidad;2007;1,8
13 Madrid, Comunidad de;Con mucha facilidad;2006;1,9
13 Madrid, Comunidad de;Con mucha facilidad;2005;1,1
13 Madrid, Comunidad de;Con mucha facilidad;2004;1
13 Madrid, Comunidad de;No consta;2024;0,1
13 Madrid, Comunidad de;No consta;2023;0,3
13 Madrid, Comunidad de;No consta;2022;0,2
13 Madrid, Comunidad de;No consta;2021;0
13 Madrid, Comunidad de;No consta;2020;0,1
13 Madrid, Comunidad de;No consta;2019;..
13 Madrid, Comunidad de;No consta;2018;..
13 Madrid, Comunidad de;No consta;2017;..
13 Madrid, Comunidad de;No consta;2016;..
13 Madrid, Comunidad de;No consta;2015;..
13 Madrid, Comunidad de;No consta;2014;..
13 Madrid, Comunidad de;No consta;2013;..
13 Madrid, Comunidad de;No consta;2012;..
13 Madrid, Comunidad de;No consta;2011;..
13 Madrid, Comunidad de;No consta;2010;..
13 Madrid, Comunidad de;No consta;2009;..
13 Madrid, Comunidad de;No consta;2008;..
13 Madrid, Comunidad de;No consta;2007;..
13 Madrid, Comunidad de;No consta;2006;..
13 Madrid, Comunidad de;No consta;2005;1,7
13 Madrid, Comunidad de;No consta;2004;0,4
14 Murcia, Región de;Con mucha dificultad;2024;10,7
14 Murcia, Región de;Con mucha dificultad;2023;7,8
14 Murcia, Región de;Con mucha dificultad;2022;7,3
14 Murcia, Región de;Con mucha dificultad;2021;11,8
14 Murcia, Región de;Con mucha dificultad;2020;11,2
14 Murcia, Región de;Con mucha dificultad;2019;13,5
14 Murcia, Región de;Con mucha dificultad;2018;15,6
14 Murcia, Región de;Con mucha dificultad;2017;17,6
14 Murcia, Región de;Con mucha dificultad;2016;26,2
14 Murcia, Región de;Con mucha dificultad;2015;21,5
14 Murcia, Región de;Con mucha dificultad;2014;24,9
14 Murcia, Región de;Con mucha dificultad;2013;26,1
14 Murcia, Región de;Con mucha dificultad;2012;27,4
14 Murcia, Región de;Con mucha dificultad;2011;12,8
14 Murcia, Región de;Con mucha dificultad;2010;26,1
14 Murcia, Región de;Con mucha dificultad;2009;28,1
14 Murcia, Región de;Con mucha dificultad;2008;15,4
14 Murcia, Región de;Con mucha dificultad;2007;16,9
14 Murcia, Región de;Con mucha dificultad;2006;15
14 Murcia, Región de;Con mucha dificultad;2005;18,3
14 Murcia, Región de;Con mucha dificultad;2004;21,1
14 Murcia, Región de;Con dificultad;2024;15,2
14 Murcia, Región de;Con dificultad;2023;18,8
14 Murcia, Región de;Con dificultad;2022;18,1
14 Murcia, Región de;Con dificultad;2021;19,9
14 Murcia, Región de;Con dificultad;2020;18,4
14 Murcia, Región de;Con dificultad;2019;20,9
14 Murcia, Región de;Con dificultad;2018;24,3
14 Murcia, Región de;Con dificultad;2017;22,7
14 Murcia, Región de;Con dificultad;2016;20,1
14 Murcia, Región de;Con dificultad;2015;24
14 Murcia, Región de;Con dificultad;2014;23,2
14 Murcia, Región de;Con dificultad;2013;23,9
14 Murcia, Región de;Con dificultad;2012;22,6
14 Murcia, Región de;Con dificultad;2011;27,9
14 Murcia, Región de;Con dificultad;2010;23,4
14 Murcia, Región de;Con dificultad;2009;22,2
14 Murcia, Región de;Con dificultad;2008;21
14 Murcia, Región de;Con dificultad;2007;16,2
14 Murcia, Región de;Con dificultad;2006;22
14 Murcia, Región de;Con dificultad;2005;21,9
14 Murcia, Región de;Con dificultad;2004;18,8
14 Murcia, Región de;Con cierta dificultad;2024;28,6
14 Murcia, Región de;Con cierta dificultad;2023;30,8
14 Murcia, Región de;Con cierta dificultad;2022;32,9
14 Murcia, Región de;Con cierta dificultad;2021;25
14 Murcia, Región de;Con cierta dificultad;2020;27,2
14 Murcia, Región de;Con cierta dificultad;2019;33,7
14 Murcia, Región de;Con cierta dificultad;2018;30,8
14 Murcia, Región de;Con cierta dificultad;2017;29,4
14 Murcia, Región de;Con cierta dificultad;2016;25,5
14 Murcia, Región de;Con cierta dificultad;2015;32,6
14 Murcia, Región de;Con cierta dificultad;2014;29,4
14 Murcia, Región de;Con cierta dificultad;2013;28,7
14 Murcia, Región de;Con cierta dificultad;2012;28,3
14 Murcia, Región de;Con cierta dificultad;2011;29,9
14 Murcia, Región de;Con cierta dificultad;2010;28,5
14 Murcia, Región de;Con cierta dificultad;2009;23,7
14 Murcia, Región de;Con cierta dificultad;2008;32,2
14 Murcia, Región de;Con cierta dificultad;2007;31,7
14 Murcia, Región de;Con cierta dificultad;2006;36,4
14 Murcia, Región de;Con cierta dificultad;2005;30,3
14 Murcia, Región de;Con cierta dificultad;2004;35
14 Murcia, Región de;Con cierta facilidad;2024;29,1
14 Murcia, Región de;Con cierta facilidad;2023;25,4
14 Murcia, Región de;Con cierta facilidad;2022;27,7
14 Murcia, Región de;Con cierta facilidad;2021;25
14 Murcia, Región de;Con cierta facilidad;2020;23
14 Murcia, Región de;Con cierta facilidad;2019;22,5
14 Murcia, Región de;Con cierta facilidad;2018;24,7
14 Murcia, Región de;Con cierta facilidad;2017;24
14 Murcia, Región de;Con cierta facilidad;2016;20,2
14 Murcia, Región de;Con cierta facilidad;2015;16,5
14 Murcia, Región de;Con cierta facilidad;2014;15,7
14 Murcia, Región de;Con cierta facilidad;2013;17
14 Murcia, Región de;Con cierta facilidad;2012;16,5
14 Murcia, Región de;Con cierta facilidad;2011;24,6
14 Murcia, Región de;Con cierta facilidad;2010;14,6
14 Murcia, Región de;Con cierta facilidad;2009;17,6
14 Murcia, Región de;Con cierta facilidad;2008;27,3
14 Murcia, Región de;Con cierta facilidad;2007;25,4
14 Murcia, Región de;Con cierta facilidad;2006;18,6
14 Murcia, Región de;Con cierta facilidad;2005;20,6
14 Murcia, Región de;Con cierta facilidad;2004;18,4
14 Murcia, Región de;Con facilidad;2024;14,2
14 Murcia, Región de;Con facilidad;2023;15,2
14 Murcia, Región de;Con facilidad;2022;12,5
14 Murcia, Región de;Con facilidad;2021;16,2
14 Murcia, Región de;Con facilidad;2020;19
14 Murcia, Región de;Con facilidad;2019;9,1
14 Murcia, Región de;Con facilidad;2018;4,2
14 Murcia, Región de;Con facilidad;2017;6,1
14 Murcia, Región de;Con facilidad;2016;7,7
14 Murcia, Región de;Con facilidad;2015;5,2
14 Murcia, Región de;Con facilidad;2014;6,8
14 Murcia, Región de;Con facilidad;2013;3,8
14 Murcia, Región de;Con facilidad;2012;4,2
14 Murcia, Región de;Con facilidad;2011;4,7
14 Murcia, Región de;Con facilidad;2010;6,3
14 Murcia, Región de;Con facilidad;2009;8,3
14 Murcia, Región de;Con facilidad;2008;4
14 Murcia, Región de;Con facilidad;2007;9,5
14 Murcia, Región de;Con facilidad;2006;7,1
14 Murcia, Región de;Con facilidad;2005;8,6
14 Murcia, Región de;Con facilidad;2004;6,2
14 Murcia, Región de;Con mucha facilidad;2024;2,2
14 Murcia, Región de;Con mucha facilidad;2023;1,7
14 Murcia, Región de;Con mucha facilidad;2022;1,5
14 Murcia, Región de;Con mucha facilidad;2021;2,1
14 Murcia, Región de;Con mucha facilidad;2020;1,2
14 Murcia, Región de;Con mucha facilidad;2019;0,3
14 Murcia, Región de;Con mucha facilidad;2018;0,4
14 Murcia, Región de;Con mucha facilidad;2017;0,2
14 Murcia, Región de;Con mucha facilidad;2016;0,4
14 Murcia, Región de;Con mucha facilidad;2015;0,1
14 Murcia, Región de;Con mucha facilidad;2014;..
14 Murcia, Región de;Con mucha facilidad;2013;0,4
14 Murcia, Región de;Con mucha facilidad;2012;1
14 Murcia, Región de;Con mucha facilidad;2011;0,1
14 Murcia, Región de;Con mucha facilidad;2010;1
14 Murcia, Región de;Con mucha facilidad;2009;0,1
14 Murcia, Región de;Con mucha facilidad;2008;..
14 Murcia, Región de;Con mucha facilidad;2007;0
14 Murcia, Región de;Con mucha facilidad;2006;0,9
14 Murcia, Región de;Con mucha facilidad;2005;0,3
14 Murcia, Región de;Con mucha facilidad;2004;0,4
14 Murcia, Región de;No consta;2024;0
14 Murcia, Región de;No consta;2023;0,2
14 Murcia, Región de;No consta;2022;0,1
14 Murcia, Región de;No consta;2021;..
14 Murcia, Región de;No consta;2020;0,1
14 Murcia, Región de;No consta;2019;..
14 Murcia, Región de;No consta;2018;..
14 Murcia, Región de;No consta;2017;..
14 Murcia, Región de;No consta;2016;..
14 Murcia, Región de;No consta;2015;..
14 Murcia, Región de;No consta;2014;..
14 Murcia, Región de;No consta;2013;..
14 Murcia, Región de;No consta;2012;..
14 Murcia, Región de;No consta;2011;..
14 Murcia, Región de;No consta;2010;..
14 Murcia, Región de;No consta;2009;..
14 Murcia, Región de;No consta;2008;..
14 Murcia, Región de;No consta;2007;0,3
14 Murcia, Región de;No consta;2006;..
14 Murcia, Región de;No consta;2005;0
14 Murcia, Región de;No consta;2004;..
15 Navarra, Comunidad Foral de;Con mucha dificultad;2024;6,1
15 Navarra, Comunidad Foral de;Con mucha dificultad;2023;7,2
15 Navarra, Comunidad Foral de;Con mucha dificultad;2022;6,4
15 Navarra, Comunidad Foral de;Con mucha dificultad;2021;6,4
15 Navarra, Comunidad Foral de;Con mucha dificultad;2020;5,9
15 Navarra, Comunidad Foral de;Con mucha dificultad;2019;7,4
15 Navarra, Comunidad Foral de;Con mucha dificultad;2018;10,4
15 Navarra, Comunidad Foral de;Con mucha dificultad;2017;1,4
15 Navarra, Comunidad Foral de;Con mucha dificultad;2016;7,9
15 Navarra, Comunidad Foral de;Con mucha dificultad;2015;6,6
15 Navarra, Comunidad Foral de;Con mucha dificultad;2014;4,6
15 Navarra, Comunidad Foral de;Con mucha dificultad;2013;5,1
15 Navarra, Comunidad Foral de;Con mucha dificultad;2012;6,6
15 Navarra, Comunidad Foral de;Con mucha dificultad;2011;4,2
15 Navarra, Comunidad Foral de;Con mucha dificultad;2010;6,8
15 Navarra, Comunidad Foral de;Con mucha dificultad;2009;8,9
15 Navarra, Comunidad Foral de;Con mucha dificultad;2008;7,2
15 Navarra, Comunidad Foral de;Con mucha dificultad;2007;4,5
15 Navarra, Comunidad Foral de;Con mucha dificultad;2006;6,9
15 Navarra, Comunidad Foral de;Con mucha dificultad;2005;4,3
15 Navarra, Comunidad Foral de;Con mucha dificultad;2004;4,8
15 Navarra, Comunidad Foral de;Con dificultad;2024;12,3
15 Navarra, Comunidad Foral de;Con dificultad;2023;11,8
15 Navarra, Comunidad Foral de;Con dificultad;2022;10,5
15 Navarra, Comunidad Foral de;Con dificultad;2021;10
15 Navarra, Comunidad Foral de;Con dificultad;2020;11,9
15 Navarra, Comunidad Foral de;Con dificultad;2019;6,2
15 Navarra, Comunidad Foral de;Con dificultad;2018;9,3
15 Navarra, Comunidad Foral de;Con dificultad;2017;3,3
15 Navarra, Comunidad Foral de;Con dificultad;2016;10,5
15 Navarra, Comunidad Foral de;Con dificultad;2015;15,2
15 Navarra, Comunidad Foral de;Con dificultad;2014;12,5
15 Navarra, Comunidad Foral de;Con dificultad;2013;15,6
15 Navarra, Comunidad Foral de;Con dificultad;2012;13,8
15 Navarra, Comunidad Foral de;Con dificultad;2011;8,7
15 Navarra, Comunidad Foral de;Con dificultad;2010;10,2
15 Navarra, Comunidad Foral de;Con dificultad;2009;11,3
15 Navarra, Comunidad Foral de;Con dificultad;2008;11,8
15 Navarra, Comunidad Foral de;Con dificultad;2007;12,7
15 Navarra, Comunidad Foral de;Con dificultad;2006;9,7
15 Navarra, Comunidad Foral de;Con dificultad;2005;8,3
15 Navarra, Comunidad Foral de;Con dificultad;2004;10,7
15 Navarra, Comunidad Foral de;Con cierta dificultad;2024;23,2
15 Navarra, Comunidad Foral de;Con cierta dificultad;2023;22,7
15 Navarra, Comunidad Foral de;Con cierta dificultad;2022;22,6
15 Navarra, Comunidad Foral de;Con cierta dificultad;2021;18,4
15 Navarra, Comunidad Foral de;Con cierta dificultad;2020;14,6
15 Navarra, Comunidad Foral de;Con cierta dificultad;2019;18,6
15 Navarra, Comunidad Foral de;Con cierta dificultad;2018;19,8
15 Navarra, Comunidad Foral de;Con cierta dificultad;2017;20,2
15 Navarra, Comunidad Foral de;Con cierta dificultad;2016;27,7
15 Navarra, Comunidad Foral de;Con cierta dificultad;2015;25,4
15 Navarra, Comunidad Foral de;Con cierta dificultad;2014;19,8
15 Navarra, Comunidad Foral de;Con cierta dificultad;2013;26,6
15 Navarra, Comunidad Foral de;Con cierta dificultad;2012;23
15 Navarra, Comunidad Foral de;Con cierta dificultad;2011;24,8
15 Navarra, Comunidad Foral de;Con cierta dificultad;2010;18,3
15 Navarra, Comunidad Foral de;Con cierta dificultad;2009;19,6
15 Navarra, Comunidad Foral de;Con cierta dificultad;2008;21,6
15 Navarra, Comunidad Foral de;Con cierta dificultad;2007;20,4
15 Navarra, Comunidad Foral de;Con cierta dificultad;2006;25,4
15 Navarra, Comunidad Foral de;Con cierta dificultad;2005;26,1
